HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Synonyms	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:3601	FBLN2	fibulin 2	Approved	gene with protein product			3p25.1	2199	ENSG00000163520	OTTHUMG00000155437	556	Fibulins
HGNC:3218	EFEMP1	EGF containing fibulin extracellular matrix protein 1	Approved	gene with protein product	DHRD, FBNL	S1-5, FBLN3, MTLV	2p16.1	2202	ENSG00000115380	OTTHUMG00000129343	556	Fibulins
HGNC:3219	EFEMP2	EGF containing fibulin extracellular matrix protein 2	Approved	gene with protein product		FBLN4, UPH1	11q13.1	30008	ENSG00000172638	OTTHUMG00000166664	556	Fibulins
HGNC:3602	FBLN5	fibulin 5	Approved	gene with protein product		EVEC, UP50, DANCE, ARMD3	14q32.12	10516	ENSG00000140092	OTTHUMG00000171122	556	Fibulins
HGNC:19194	HMCN1	hemicentin 1	Approved	gene with protein product	ARMD1	FBLN6, FIBL6, FIBL-6	1q25.3-q31.1	83872	ENSG00000143341	OTTHUMG00000059337	556	Fibulins
HGNC:26740	FBLN7	fibulin 7	Approved	gene with protein product		FLJ37440, TM14	2q13	129804	ENSG00000144152	OTTHUMG00000153267	556	Fibulins
HGNC:21293	HMCN2	hemicentin 2	Approved	gene with protein product		DKFZp434P0216, FLJ23816	9q34.11	256158	ENSG00000148357	OTTHUMG00000140096	556	Fibulins
HGNC:358	AIP	aryl hydrocarbon receptor interacting protein	Approved	gene with protein product		XAP2, ARA9, FKBP16	11q13.2	9049	ENSG00000110711	OTTHUMG00000167674	910	FKBP prolyl isomerases
HGNC:359	AIPL1	aryl hydrocarbon receptor interacting protein like 1	Approved	gene with protein product	LCA4		17p13.2	23746	ENSG00000129221	OTTHUMG00000102043	910	FKBP prolyl isomerases
HGNC:18169	FKBP10	FKBP prolyl isomerase 10	Approved	gene with protein product		hFKBP65, FLJ22041, FKBP6, FLJ20683, FLJ23833	17q21.2	60681	ENSG00000141756	OTTHUMG00000133497	910	FKBP prolyl isomerases
HGNC:18624	FKBP11	FKBP prolyl isomerase 11	Approved	gene with protein product		FKBP19	12q13.12	51303	ENSG00000134285	OTTHUMG00000170402	910	FKBP prolyl isomerases
HGNC:18625	FKBP14	FKBP prolyl isomerase 14	Approved	gene with protein product		FLJ20731, FKBP22	7p14.3	55033	ENSG00000106080	OTTHUMG00000023442	910	FKBP prolyl isomerases
HGNC:23397	FKBP15	FKBP prolyl isomerase 15	Approved	gene with protein product	KIAA0674	PPP1R76, FKBP133, WAFL	9q32	23307	ENSG00000119321	OTTHUMG00000020518	910	FKBP prolyl isomerases
HGNC:3711	FKBP1A	FKBP prolyl isomerase 1A	Approved	gene with protein product	FKBP1	FKBP-12, FKBP12, PKC12, PPIASE, FKBP12C	20p13	2280	ENSG00000088832	OTTHUMG00000031666	910	FKBP prolyl isomerases
HGNC:3712	FKBP1B	FKBP prolyl isomerase 1B	Approved	gene with protein product	FKBP1L	OTK4, FKBP12.6, PPIase, FKBP9	2p23.3	2281	ENSG00000119782	OTTHUMG00000151889	910	FKBP prolyl isomerases
HGNC:21376	FKBP1C	FKBP prolyl isomerase 1C	Approved	unknown		bA184C23.2	6q12	642489	ENSG00000198225	OTTHUMG00000014940	910	FKBP prolyl isomerases
HGNC:3718	FKBP2	FKBP prolyl isomerase 2	Approved	gene with protein product		FKBP-13, PPIase	11q13.1	2286	ENSG00000173486	OTTHUMG00000167814	910	FKBP prolyl isomerases
HGNC:3719	FKBP3	FKBP prolyl isomerase 3	Approved	gene with protein product		FKBP-25, PPIase	14q21.2	2287	ENSG00000100442	OTTHUMG00000140267	910	FKBP prolyl isomerases
HGNC:3720	FKBP4	FKBP prolyl isomerase 4	Approved	gene with protein product		FKBP59, FKBP52	12p13.33	2288	ENSG00000004478	OTTHUMG00000090429	910	FKBP prolyl isomerases
HGNC:3721	FKBP5	FKBP prolyl isomerase 5	Approved	gene with protein product		FKBP51, FKBP54, PPIase, P54, Ptg-10	6p21.31	2289	ENSG00000096060	OTTHUMG00000014576	910	FKBP prolyl isomerases
HGNC:3722	FKBP6	FKBP prolyl isomerase 6	Approved	gene with protein product		PPIase, FKBP36	7q11.23	8468	ENSG00000077800	OTTHUMG00000150520	910	FKBP prolyl isomerases
HGNC:3723	FKBP7	FKBP prolyl isomerase 7	Approved	gene with protein product		FKBP23	2q31.2	51661	ENSG00000079150	OTTHUMG00000132577	910	FKBP prolyl isomerases
HGNC:3724	FKBP8	FKBP prolyl isomerase 8	Approved	gene with protein product		FKBP38, FKBPr38	19p13.11	23770	ENSG00000105701	OTTHUMG00000183368	910	FKBP prolyl isomerases
HGNC:3725	FKBP9	FKBP prolyl isomerase 9	Approved	gene with protein product		FKBP60, FKBP63	7p14.3	11328	ENSG00000122642	OTTHUMG00000097847	910	FKBP prolyl isomerases
HGNC:13949	FKBPL	FKBP prolyl isomerase like	Approved	gene with protein product		DIR1, NG7, WISp39	6p21.32	63943	ENSG00000204315	OTTHUMG00000031129	910	FKBP prolyl isomerases
HGNC:3769	FMO1	flavin containing monooxygenase 1	Approved	gene with protein product			1q24.3	2326	ENSG00000010932	OTTHUMG00000035502	1667	Flavin containing monooxygenases
HGNC:3770	FMO2	flavin containing monooxygenase 2	Approved	gene with protein product			1q24.3	2327	ENSG00000094963	OTTHUMG00000035504	1667	Flavin containing monooxygenases
HGNC:3771	FMO3	flavin containing monooxygenase 3	Approved	gene with protein product			1q24.3	2328	ENSG00000007933	OTTHUMG00000035505	1667	Flavin containing monooxygenases
HGNC:3772	FMO4	flavin containing monooxygenase 4	Approved	gene with protein product	FMO2		1q24.3	2329	ENSG00000076258	OTTHUMG00000035506	1667	Flavin containing monooxygenases
HGNC:3773	FMO5	flavin containing monooxygenase 5	Approved	gene with protein product			1q21.1	2330	ENSG00000131781	OTTHUMG00000014607	1667	Flavin containing monooxygenases
HGNC:24024	FMO6P	flavin containing monooxygenase 6, pseudogene	Approved	pseudogene	FMO6		1q24.3	388714	ENSG00000117507	OTTHUMG00000035503	1667	Flavin containing monooxygenases
HGNC:32208	FMO7P	flavin containing monooxygenase 7, pseudogene	Approved	pseudogene			1q24.1	100337589	ENSG00000230231	OTTHUMG00000033266	1667	Flavin containing monooxygenases
HGNC:32209	FMO8P	flavin containing monooxygenase 8, pseudogene	Approved	pseudogene			1q24.1	100129007	ENSG00000238087	OTTHUMG00000033268	1667	Flavin containing monooxygenases
HGNC:32210	FMO9P	flavin containing monooxygenase 9, pseudogene	Approved	pseudogene		RP11-45J16.2	1q24.1	116123	ENSG00000215834	OTTHUMG00000078309	1667	Flavin containing monooxygenases
HGNC:32211	FMO10P	flavin containing monooxygenase 10, pseudogene	Approved	pseudogene			1q24.1	100128181	ENSG00000234984	OTTHUMG00000034323	1667	Flavin containing monooxygenases
HGNC:32212	FMO11P	flavin containing monooxygenase 11, pseudogene	Approved	pseudogene			1q24.1	100337590	ENSG00000232148	OTTHUMG00000034317	1667	Flavin containing monooxygenases
HGNC:3757	FLOT1	flotillin 1	Approved	gene with protein product			6p21.33	10211	ENSG00000137312	OTTHUMG00000031151	1114	Flotillins
HGNC:3758	FLOT2	flotillin 2	Approved	gene with protein product	M17S1	ESA, ESA1, ECS-1, ECS1	17q11.2	2319	ENSG00000132589	OTTHUMG00000132674	1114	Flotillins
HGNC:5021	FOXA1	forkhead box A1	Approved	gene with protein product	HNF3A		14q21.1	3169	ENSG00000129514	OTTHUMG00000140253	508	Forkhead boxes
HGNC:5022	FOXA2	forkhead box A2	Approved	gene with protein product	HNF3B		20p11.21	3170	ENSG00000125798	OTTHUMG00000191876	508	Forkhead boxes
HGNC:5023	FOXA3	forkhead box A3	Approved	gene with protein product	HNF3G		19q13.32	3171	ENSG00000170608	OTTHUMG00000182484	508	Forkhead boxes
HGNC:3799	FOXB1	forkhead box B1	Approved	gene with protein product		HFKH-5, FKH5	15q22.2	27023	ENSG00000171956	OTTHUMG00000172011	508	Forkhead boxes
HGNC:23315	FOXB2	forkhead box B2	Approved	gene with protein product		bA159H20.4	9q21.2	442425	ENSG00000204612	OTTHUMG00000020051	508	Forkhead boxes
HGNC:3800	FOXC1	forkhead box C1	Approved	gene with protein product	FKHL7, IRID1	FREAC3, ARA, IGDA, IHG1	6p25.3	2296	ENSG00000054598	OTTHUMG00000016182	508	Forkhead boxes
HGNC:3801	FOXC2	forkhead box C2	Approved	gene with protein product	FKHL14	MFH-1	16q24.1	2303	ENSG00000176692	OTTHUMG00000137652	508	Forkhead boxes
HGNC:3802	FOXD1	forkhead box D1	Approved	gene with protein product	FKHL8	FREAC4	5q13.2	2297	ENSG00000251493	OTTHUMG00000162495	508	Forkhead boxes
HGNC:3803	FOXD2	forkhead box D2	Approved	gene with protein product	FKHL17	FREAC9	1p33	2306	ENSG00000186564	OTTHUMG00000007950	508	Forkhead boxes
HGNC:3804	FOXD3	forkhead box D3	Approved	gene with protein product		Genesis, HFH2	1p31.3	27022	ENSG00000187140	OTTHUMG00000009141	508	Forkhead boxes
HGNC:3805	FOXD4	forkhead box D4	Approved	gene with protein product	FKHL9	FREAC5, FOXD4a	9p24.3	2298	ENSG00000170122	OTTHUMG00000021015	508	Forkhead boxes
HGNC:3806	FOXE1	forkhead box E1	Approved	gene with protein product	FKHL15, TITF2, FOXE2	TTF-2, HFKH4	9q22.33	2304	ENSG00000178919	OTTHUMG00000020333	508	Forkhead boxes
HGNC:3808	FOXE3	forkhead box E3	Approved	gene with protein product	FKHL12	FREAC8	1p33	2301	ENSG00000186790	OTTHUMG00000007954	508	Forkhead boxes
HGNC:3809	FOXF1	forkhead box F1	Approved	gene with protein product	FKHL5	FREAC1	16q24.1	2294	ENSG00000103241	OTTHUMG00000137651	508	Forkhead boxes
HGNC:3810	FOXF2	forkhead box F2	Approved	gene with protein product	FKHL6	FREAC2	6p25.3	2295	ENSG00000137273	OTTHUMG00000016243	508	Forkhead boxes
HGNC:3811	FOXG1	forkhead box G1	Approved	gene with protein product	FKHL2, FOXG1B, FKHL4, FKH2, FKHL1, FOXG1C, FKHL3, FOXG1A	HFK2, QIN, BF1, HFK1, HFK3, HBF-3	14q12	2290	ENSG00000176165	OTTHUMG00000140187	508	Forkhead boxes
HGNC:3814	FOXH1	forkhead box H1	Approved	gene with protein product		FAST1	8q24.3	8928	ENSG00000160973	OTTHUMG00000165172	508	Forkhead boxes
HGNC:3815	FOXI1	forkhead box I1	Approved	gene with protein product	FKHL10	FREAC6	5q35.1	2299	ENSG00000168269	OTTHUMG00000130436	508	Forkhead boxes
HGNC:32448	FOXI2	forkhead box I2	Approved	gene with protein product		FLJ46831	10q26.2	399823	ENSG00000186766	OTTHUMG00000019250	508	Forkhead boxes
HGNC:3816	FOXJ1	forkhead box J1	Approved	gene with protein product	FKHL13	HFH-4, HFH4	17q25.1	2302	ENSG00000129654	OTTHUMG00000180120	508	Forkhead boxes
HGNC:24818	FOXJ2	forkhead box J2	Approved	gene with protein product		FHX	12p13.31	55810	ENSG00000065970	OTTHUMG00000168526	508	Forkhead boxes
HGNC:29178	FOXJ3	forkhead box J3	Approved	gene with protein product		KIAA1041	1p34.2	22887	ENSG00000198815	OTTHUMG00000007026	508	Forkhead boxes
HGNC:23480	FOXK1	forkhead box K1	Approved	gene with protein product		IMAGE:5164497	7p22.1	221937	ENSG00000164916	OTTHUMG00000151739	508	Forkhead boxes
HGNC:6036	FOXK2	forkhead box K2	Approved	gene with protein product	ILF, ILF1		17q25.3	3607	ENSG00000141568	OTTHUMG00000140374	508	Forkhead boxes
HGNC:3817	FOXL1	forkhead box L1	Approved	gene with protein product	FKHL11	FREAC7, FKH6	16q24.1	2300	ENSG00000176678	OTTHUMG00000137653	508	Forkhead boxes
HGNC:1092	FOXL2	forkhead box L2	Approved	gene with protein product	BPES	BPES1	3q22.3	668	ENSG00000183770	OTTHUMG00000159889	508	Forkhead boxes
HGNC:3818	FOXM1	forkhead box M1	Approved	gene with protein product	FKHL16	HFH-11, trident, HNF-3, INS-1, MPP2, MPHOSPH2, TGT3	12p13.33	2305	ENSG00000111206	OTTHUMG00000168118	508	Forkhead boxes
HGNC:12765	FOXN1	forkhead box N1	Approved	gene with protein product	WHN, RONU	FKHL20	17q11.2	8456	ENSG00000109101	OTTHUMG00000132603	508	Forkhead boxes
HGNC:5281	FOXN2	forkhead box N2	Approved	gene with protein product	HTLF		2p16.3	3344	ENSG00000170802	OTTHUMG00000129168	508	Forkhead boxes
HGNC:1928	FOXN3	forkhead box N3	Approved	gene with protein product	C14orf116, CHES1		14q31.3-q32.11	1112	ENSG00000053254	OTTHUMG00000170898	508	Forkhead boxes
HGNC:21399	FOXN4	forkhead box N4	Approved	gene with protein product			12q24.11	121643	ENSG00000139445	OTTHUMG00000152868	508	Forkhead boxes
HGNC:3819	FOXO1	forkhead box O1	Approved	gene with protein product	FKHR, FOXO1A	FKH1	13q14.11	2308	ENSG00000150907	OTTHUMG00000016775	508	Forkhead boxes
HGNC:3821	FOXO3	forkhead box O3	Approved	gene with protein product	FKHRL1, FOXO3A	AF6q21, FOXO2	6q21	2309	ENSG00000118689	OTTHUMG00000015327	508	Forkhead boxes
HGNC:7139	FOXO4	forkhead box O4	Approved	gene with protein product	MLLT7	AFX1	Xq13.1	4303	ENSG00000184481	OTTHUMG00000021789	508	Forkhead boxes
HGNC:24814	FOXO6	forkhead box O6	Approved	gene with protein product			1p34.2	100132074	ENSG00000204060	OTTHUMG00000005713	508	Forkhead boxes
HGNC:3823	FOXP1	forkhead box P1	Approved	gene with protein product		QRF1, 12CC4, HSPC215, hFKH1B	3p13	27086	ENSG00000114861	OTTHUMG00000158803	508	Forkhead boxes
HGNC:13875	FOXP2	forkhead box P2	Approved	gene with protein product	TNRC10, SPCH1	CAGH44	7q31.1	93986	ENSG00000128573	OTTHUMG00000023131	508	Forkhead boxes
HGNC:6106	FOXP3	forkhead box P3	Approved	gene with protein product	IPEX	JM2, XPID, AIID, PIDX, DIETER, SCURFIN	Xp11.23	50943	ENSG00000049768	OTTHUMG00000024135	508	Forkhead boxes
HGNC:20842	FOXP4	forkhead box P4	Approved	gene with protein product		FLJ40908	6p21.1	116113	ENSG00000137166	OTTHUMG00000014679	508	Forkhead boxes
HGNC:20951	FOXQ1	forkhead box Q1	Approved	gene with protein product		HFH1	6p25.3	94234	ENSG00000164379	OTTHUMG00000016160	508	Forkhead boxes
HGNC:29980	FOXR1	forkhead box R1	Approved	gene with protein product		DLNB13, FOXN5	11q23.3	283150	ENSG00000176302	OTTHUMG00000166347	508	Forkhead boxes
HGNC:30469	FOXR2	forkhead box R2	Approved	gene with protein product		MGC21658, FOXN6	Xp11.21	139628	ENSG00000189299	OTTHUMG00000021661	508	Forkhead boxes
HGNC:3735	FOXS1	forkhead box S1	Approved	gene with protein product	FKHL18	FREAC10	20q11.21	2307	ENSG00000179772	OTTHUMG00000032183	508	Forkhead boxes
HGNC:3826	FPR1	formyl peptide receptor 1	Approved	gene with protein product		FPR, FMLP	19q13.41	2357	ENSG00000171051	OTTHUMG00000183500	198	Formyl peptide receptors
HGNC:3827	FPR2	formyl peptide receptor 2	Approved	gene with protein product	FPRL1	LXA4R, HM63, FPRH2, FMLPX, FPR2A, FMLP-R-II, ALXR	19q13.41	2358	ENSG00000171049	OTTHUMG00000183501	198	Formyl peptide receptors
HGNC:3828	FPR3	formyl peptide receptor 3	Approved	gene with protein product	FPRL2	FPRH1, FMLPY, RMLP-R-I	19q13.41	2359	ENSG00000187474	OTTHUMG00000183502	198	Formyl peptide receptors
HGNC:3796	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	Approved	gene with protein product		c-fos, AP-1	14q24.3	2353	ENSG00000170345	OTTHUMG00000171774	1256	Fos transcription factor family
HGNC:3797	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit	Approved	gene with protein product		G0S3, GOSB, GOS3, AP-1, MGC42291, DKFZp686C0818	19q13.32	2354	ENSG00000125740	OTTHUMG00000182122	1256	Fos transcription factor family
HGNC:13718	FOSL1	FOS like 1, AP-1 transcription factor subunit	Approved	gene with protein product		fra-1	11q13.1	8061	ENSG00000175592	OTTHUMG00000166715	1256	Fos transcription factor family
HGNC:3798	FOSL2	FOS like 2, AP-1 transcription factor subunit	Approved	gene with protein product		FRA2, FLJ23306	2p23.2	2355	ENSG00000075426	OTTHUMG00000097832	1256	Fos transcription factor family
HGNC:4498	FFAR1	free fatty acid receptor 1	Approved	gene with protein product	GPR40	FFA1R	19q13.12	2864	ENSG00000126266	OTTHUMG00000188261	203	Free fatty acid receptors
HGNC:4501	FFAR2	free fatty acid receptor 2	Approved	gene with protein product	GPR43	FFA2R	19q13.12	2867	ENSG00000126262	OTTHUMG00000183303	203	Free fatty acid receptors
HGNC:4499	FFAR3	free fatty acid receptor 3	Approved	gene with protein product	GPR41	FFA3R	19q13.12	2865	ENSG00000185897	OTTHUMG00000172514	203	Free fatty acid receptors
HGNC:19061	FFAR4	free fatty acid receptor 4	Approved	gene with protein product	GPR129, GPR120, O3FAR1	PGR4	10q23.33	338557	ENSG00000186188	OTTHUMG00000034409	203	Free fatty acid receptors
HGNC:3606	FBP1	fructose-bisphosphatase 1	Approved	gene with protein product	FBP		9q22.32	2203	ENSG00000165140	OTTHUMG00000020268	1075	Fructose-1,6-bisphosphatases
HGNC:3607	FBP2	fructose-bisphosphatase 2	Approved	gene with protein product			9q22.32	8789	ENSG00000130957	OTTHUMG00000020269	1075	Fructose-1,6-bisphosphatases
HGNC:4012	FUT1	fucosyltransferase 1 (H blood group)	Approved	gene with protein product	H, HSC		19q13.33	2523	ENSG00000174951	OTTHUMG00000183325	434	Fucosyltransferases
HGNC:19234	FUT10	fucosyltransferase 10	Approved	gene with protein product			8p12	84750	ENSG00000172728	OTTHUMG00000163954	434	Fucosyltransferases
HGNC:19233	FUT11	fucosyltransferase 11	Approved	gene with protein product		MGC33202	10q22.2	170384	ENSG00000196968	OTTHUMG00000018483	434	Fucosyltransferases
HGNC:14988	POFUT1	protein O-fucosyltransferase 1	Approved	gene with protein product		O-FUT, O-Fuc-T, KIAA0180, FUT12	20q11.21	23509	ENSG00000101346	OTTHUMG00000133268	434	Fucosyltransferases
HGNC:14683	POFUT2	protein O-fucosyltransferase 2	Approved	gene with protein product	C21orf80	KIAA0958, FUT13	21q22.3	23275	ENSG00000186866	OTTHUMG00000084874	434	Fucosyltransferases
HGNC:4013	FUT2	fucosyltransferase 2	Approved	gene with protein product	SE	sej, Se2, SEC2	19q13.33	2524	ENSG00000176920	OTTHUMG00000164427	434	Fucosyltransferases
HGNC:4014	FUT3	fucosyltransferase 3 (Lewis blood group)	Approved	gene with protein product	LE	CD174	19p13.3	2525	ENSG00000171124	OTTHUMG00000180614	434	Fucosyltransferases
HGNC:4015	FUT4	fucosyltransferase 4	Approved	gene with protein product	CD15, FCT3A, ELFT	FUC-TIV	11q21	2526	ENSG00000196371	OTTHUMG00000167795	434	Fucosyltransferases
HGNC:4016	FUT5	fucosyltransferase 5	Approved	gene with protein product		FUC-TV	19p13.3	2527	ENSG00000130383	OTTHUMG00000180616	434	Fucosyltransferases
HGNC:4017	FUT6	fucosyltransferase 6	Approved	gene with protein product		FT1A, FCT3A, FucT-VI, FLJ40754	19p13.3	2528	ENSG00000156413	OTTHUMG00000167335	434	Fucosyltransferases
HGNC:4018	FUT7	fucosyltransferase 7	Approved	gene with protein product			9q34.3	2529	ENSG00000180549	OTTHUMG00000020964	434	Fucosyltransferases
HGNC:4019	FUT8	fucosyltransferase 8	Approved	gene with protein product			14q23.3	2530	ENSG00000033170	OTTHUMG00000142818	434	Fucosyltransferases
HGNC:4020	FUT9	fucosyltransferase 9	Approved	gene with protein product		Fuc-TIX	6q16.1	10690	ENSG00000172461	OTTHUMG00000015236	434	Fucosyltransferases
HGNC:4384	GNAI1	G protein subunit alpha i1	Approved	gene with protein product			7q21.11	2770	ENSG00000127955	OTTHUMG00000023523	1428	G protein subunits alpha, group i
HGNC:4385	GNAI2	G protein subunit alpha i2	Approved	gene with protein product	GNAI2B	GIP	3p21.31	2771	ENSG00000114353	OTTHUMG00000156940	1428	G protein subunits alpha, group i
HGNC:4387	GNAI3	G protein subunit alpha i3	Approved	gene with protein product		87U6	1p13.3	2773	ENSG00000065135	OTTHUMG00000189112	1428	G protein subunits alpha, group i
HGNC:4389	GNAO1	G protein subunit alpha o1	Approved	gene with protein product		G-ALPHA-o	16q13	2775	ENSG00000087258	OTTHUMG00000133241	1428	G protein subunits alpha, group i
HGNC:4393	GNAT1	G protein subunit alpha transducin 1	Approved	gene with protein product		CSNBAD3	3p21.31	2779	ENSG00000114349	OTTHUMG00000156808	1428	G protein subunits alpha, group i
HGNC:4394	GNAT2	G protein subunit alpha transducin 2	Approved	gene with protein product		ACHM4	1p13.3	2780	ENSG00000134183	OTTHUMG00000011639	1428	G protein subunits alpha, group i
HGNC:22800	GNAT3	G protein subunit alpha transducin 3	Approved	gene with protein product		gustducin, GDCA	7q21.11	346562	ENSG00000214415	OTTHUMG00000155401	1428	G protein subunits alpha, group i
HGNC:4395	GNAZ	G protein subunit alpha z	Approved	gene with protein product			22q11.22-q11.23	2781	ENSG00000128266	OTTHUMG00000150611	1428	G protein subunits alpha, group i
HGNC:4379	GNA11	G protein subunit alpha 11	Approved	gene with protein product	HHC2	FBH, FBH2, FHH2	19p13.3	2767	ENSG00000088256	OTTHUMG00000180631	1427	G protein subunits alpha, group q
HGNC:4382	GNA14	G protein subunit alpha 14	Approved	gene with protein product			9q21.2	9630	ENSG00000156049	OTTHUMG00000020058	1427	G protein subunits alpha, group q
HGNC:4383	GNA15	G protein subunit alpha 15	Approved	gene with protein product		GNA16	19p13.3	2769	ENSG00000060558	OTTHUMG00000180637	1427	G protein subunits alpha, group q
HGNC:4390	GNAQ	G protein subunit alpha q	Approved	gene with protein product		G-ALPHA-q, GAQ	9q21.2	2776	ENSG00000156052	OTTHUMG00000020059	1427	G protein subunits alpha, group q
HGNC:4388	GNAL	G protein subunit alpha L	Approved	gene with protein product			18p11.21	2774	ENSG00000141404	OTTHUMG00000131660	1426	G protein subunits alpha, group s
HGNC:4392	GNAS	GNAS complex locus	Approved	gene with protein product	GNAS1	NESP55, NESP, GNASXL, GPSA, SCG6, SgVI	20q13.32	2778	ENSG00000087460	OTTHUMG00000033069	1426	G protein subunits alpha, group s
HGNC:4396	GNB1	G protein subunit beta 1	Approved	gene with protein product			1p36.33	2782	ENSG00000078369	OTTHUMG00000000940	1430	G protein subunits beta
HGNC:4398	GNB2	G protein subunit beta 2	Approved	gene with protein product			7q22.1	2783	ENSG00000172354	OTTHUMG00000137419	1430	G protein subunits beta
HGNC:4400	GNB3	G protein subunit beta 3	Approved	gene with protein product			12p13.31	2784	ENSG00000111664	OTTHUMG00000168517	1430	G protein subunits beta
HGNC:20731	GNB4	G protein subunit beta 4	Approved	gene with protein product			3q26.33	59345	ENSG00000114450	OTTHUMG00000157440	1430	G protein subunits beta
HGNC:4401	GNB5	G protein subunit beta 5	Approved	gene with protein product		GB5	15q21.2	10681	ENSG00000069966	OTTHUMG00000131892	1430	G protein subunits beta
HGNC:4402	GNG10	G protein subunit gamma 10	Approved	gene with protein product			9q31.3	2790	ENSG00000242616	OTTHUMG00000157193	1432	G protein subunits gamma
HGNC:4403	GNG11	G protein subunit gamma 11	Approved	gene with protein product		GNGT11	7q21.3	2791	ENSG00000127920	OTTHUMG00000023411	1432	G protein subunits gamma
HGNC:19663	GNG12	G protein subunit gamma 12	Approved	gene with protein product			1p31.3	55970	ENSG00000172380	OTTHUMG00000009545	1432	G protein subunits gamma
HGNC:14131	GNG13	G protein subunit gamma 13	Approved	gene with protein product		h2-35, G(gamma)13	16p13.3	51764	ENSG00000127588	OTTHUMG00000047839	1432	G protein subunits gamma
HGNC:53439	GNG14	G protein subunit gamma 14	Approved	gene with protein product			19p13.13	105372280	ENSG00000283980	OTTHUMG00000192021	1432	G protein subunits gamma
HGNC:4404	GNG2	G protein subunit gamma 2	Approved	gene with protein product			14q22.1	54331	ENSG00000186469	OTTHUMG00000171083	1432	G protein subunits gamma
HGNC:4405	GNG3	G protein subunit gamma 3	Approved	gene with protein product			11q12.3	2785	ENSG00000162188	OTTHUMG00000167560	1432	G protein subunits gamma
HGNC:4407	GNG4	G protein subunit gamma 4	Approved	gene with protein product			1q42.3	2786	ENSG00000168243	OTTHUMG00000040740	1432	G protein subunits gamma
HGNC:4408	GNG5	G protein subunit gamma 5	Approved	gene with protein product			1p22.3	2787	ENSG00000174021	OTTHUMG00000009858	1432	G protein subunits gamma
HGNC:4410	GNG7	G protein subunit gamma 7	Approved	gene with protein product		FLJ00058	19p13.3	2788	ENSG00000176533	OTTHUMG00000180435	1432	G protein subunits gamma
HGNC:19664	GNG8	G protein subunit gamma 8	Approved	gene with protein product			19q13.32	94235	ENSG00000167414	OTTHUMG00000183430	1432	G protein subunits gamma
HGNC:4411	GNGT1	G protein subunit gamma transducin 1	Approved	gene with protein product		GNG1	7q21.3	2792	ENSG00000127928	OTTHUMG00000022908	1432	G protein subunits gamma
HGNC:4412	GNGT2	G protein subunit gamma transducin 2	Approved	gene with protein product		GNG9	17q21	2793	ENSG00000167083	OTTHUMG00000161308	1432	G protein subunits gamma
HGNC:19680	GPBAR1	G protein-coupled bile acid receptor 1	Approved	gene with protein product		BG37, GPCR, TGR5, M-BAR, GPCR19, GPR131, MGC40597	2q35	151306	ENSG00000179921	OTTHUMG00000155203	933	G protein-coupled bile acid receptor
HGNC:4485	GPER1	G protein-coupled estrogen receptor 1	Approved	gene with protein product	CMKRL2, GPR30, GPER	FEG-1, GPCR-Br, LERGU, LERGU2, DRY12, LyGPR, CEPR	7p22.3	2852	ENSG00000164850	OTTHUMG00000023680	934	G protein-coupled estrogen receptor
HGNC:4463	GPR1	G protein-coupled receptor 1	Approved	gene with protein product			2q33.3	2825	ENSG00000183671	OTTHUMG00000132894	262	G protein-coupled receptors, Class A orphans
HGNC:14963	GPR101	G protein-coupled receptor 101	Approved	gene with protein product			Xq26.3	83550	ENSG00000165370	OTTHUMG00000022521	262	G protein-coupled receptors, Class A orphans
HGNC:19060	GPR119	G protein-coupled receptor 119	Approved	gene with protein product		hGPCR2, GPCR2	Xq26.1	139760	ENSG00000147262	OTTHUMG00000022397	262	G protein-coupled receptors, Class A orphans
HGNC:4466	GPR12	G protein-coupled receptor 12	Approved	gene with protein product		GPCR21, PPP1R84	13q12.13	2835	ENSG00000132975	OTTHUMG00000016620	262	G protein-coupled receptors, Class A orphans
HGNC:17482	GPR132	G protein-coupled receptor 132	Approved	gene with protein product		G2A	14q32.33	29933	ENSG00000183484	OTTHUMG00000140173	262	G protein-coupled receptors, Class A orphans
HGNC:19991	GPR135	G protein-coupled receptor 135	Approved	gene with protein product		HUMNPIIY20, PAFR	14q23.1	64582	ENSG00000181619	OTTHUMG00000140325	262	G protein-coupled receptors, Class A orphans
HGNC:19995	GPR139	G protein-coupled receptor 139	Approved	gene with protein product		PGR3	16p12.3	124274	ENSG00000180269	OTTHUMG00000177690	262	G protein-coupled receptors, Class A orphans
HGNC:19997	GPR141	G protein-coupled receptor 141	Approved	gene with protein product		PGR13	7p14.1	353345	ENSG00000187037	OTTHUMG00000102105	262	G protein-coupled receptors, Class A orphans
HGNC:20088	GPR142	G protein-coupled receptor 142	Approved	gene with protein product		PGR2	17q25.1	350383	ENSG00000257008	OTTHUMG00000178581	262	G protein-coupled receptors, Class A orphans
HGNC:21718	GPR146	G protein-coupled receptor 146	Approved	gene with protein product		PGR8	7p22.3	115330	ENSG00000164849	OTTHUMG00000023934	262	G protein-coupled receptors, Class A orphans
